Config,None::Sim Time,None::simSeconds,None::simTicks,None::simFreq,None::CPU Performance,None::system.cpu.numCycles,None::system.cpu.cpi,None::system.cpu.ipc,None::system.cpu.commitStats0.numInsts,None::system.cpu.commitStats0.cpi,None::system.cpu.commitStats0.numMemRefs,None::system.cpu.commitStats0.numLoadInsts,None::system.cpu.commitStats0.numStoreInsts,None::system.cpu.fetchStats0.fetchRate,None::system.cpu.executeStats0.instRate,None::Memory Access Timing,None::system.mem_ctrl.dram.numReads,None::system.mem_ctrl.dram.numWrites,None::system.mem_ctrl.dram.totQLat,None::system.mem_ctrl.dram.totBusLat,None::system.mem_ctrl.dram.totMemAccLat,None::system.mem_ctrl.dram.avgQLat,None::system.mem_ctrl.dram.avgBusLat,None::system.mem_ctrl.dram.avgMemAccLat,None::Row Buffer Hits,None::system.mem_ctrl.dram.readRowHits,None::system.mem_ctrl.dram.writeRowHits,None::system.mem_ctrl.dram.readRowHitRate,None::system.mem_ctrl.dram.writeRowHitRate,None::Total + Component Energy Usage,None::system.mem_ctrl.dram.rank0.totalEnergy,None::system.mem_ctrl.dram.rank1.totalEnergy,None::system.mem_ctrl.dram.rank0.actEnergy,None::system.mem_ctrl.dram.rank0.preEnergy,None::system.mem_ctrl.dram.rank0.readEnergy,None::system.mem_ctrl.dram.rank0.writeEnergy,None::system.mem_ctrl.dram.rank1.actEnergy,None::system.mem_ctrl.dram.rank1.preEnergy,None::system.mem_ctrl.dram.rank1.readEnergy,None::system.mem_ctrl.dram.rank1.writeEnergy,None::Power Metrics,None::system.mem_ctrl.dram.rank0.averagePower,None::system.mem_ctrl.dram.rank1.averagePower,None::Energy Breakdown,None::system.mem_ctrl.dram.rank0.actBackEnergy,None::system.mem_ctrl.dram.rank0.preBackEnergy,None::system.mem_ctrl.dram.rank0.actPowerDownEnergy,None::system.mem_ctrl.dram.rank0.prePowerDownEnergy,None::system.mem_ctrl.dram.rank0.pwrStateTime,None::system.mem_ctrl.dram.rank1.actBackEnergy,None::system.mem_ctrl.dram.rank1.preBackEnergy,None::system.mem_ctrl.dram.rank1.actPowerDownEnergy,None::system.mem_ctrl.dram.rank1.prePowerDownEnergy,None::system.mem_ctrl.dram.rank1.pwrStateTime,None::Bus/Memory Throughput,None::system.mem_ctrl.dram.bwTotal,None::system.mem_ctrl.dram.avgRdBW,None::system.mem_ctrl.dram.avgWrBW,None::system.mem_ctrl.dram.peakBW,None::system.mem_ctrl.dram.busUtil
L1_16kB_L2_32kB_assoc_8_NN_64_sigmoid_stats,,0.145453,145452971000.0,1000000000000.0,,145452971.0,5.530139,0.180827,26301867.0,5.530139,0.0,11240248.0,2412994.0,0.180827,0.0,,:total: 385767,:total: 40532,2927589750.0,1913595000.0,10103571000.0,7649.45,5000.0,26399.45,,336157.0,35602.0,87.83,87.98,,75295079880.0,74947316115.0,191666160.0,101857800.0,1361319540.0,103486500.0,175522620.0,93277305.0,1371294120.0,107751240.0,,517.659278,515.268376,,39275113560.0,22780161120.0,0.0,0.0,:IDLE: 58865824250,37139012910.0,24578982720.0,0.0,0.0,:IDLE: 63564127250,,:total: 187573590,168.398183,17.805673,12800.0,1.45
L1_16kB_L2_32kB_assoc_8_NN_64_tanh_activation_stats,,0.143393,143392673000.0,1000000000000.0,,143392673.0,5.455925,0.183287,26282011.0,5.455925,0.0,11234507.0,2412695.0,0.183287,0.0,,:total: 385550,:total: 40559,2360860000.0,1914535000.0,9540366250.0,6165.62,5000.0,24915.62,,337024.0,35737.0,88.02,88.25,,74238756360.0,73909706085.0,190309560.0,101144340.0,1361433780.0,103486500.0,171260040.0,91023075.0,1372522200.0,107892180.0,,517.730473,515.435723,,38635773060.0,22527398880.0,0.0,0.0,:IDLE: 58213262250,36638406990.0,24209391360.0,0.0,0.0,:IDLE: 62603193250,,:total: 190183888,170.901675,18.073559,12800.0,1.48
L1_16kB_L2_32kB_assoc_2_NN_256_relu_stats,,0.556253,556253445000.0,1000000000000.0,,556253445.0,5.457067,0.183249,101932684.0,5.457067,0.0,43973736.0,9140521.0,0.183249,0.0,,:total: 1503236,:total: 155717,9880594750.0,7498780000.0,38001019750.0,6588.13,5000.0,25338.13,,1119942.0,137174.0,74.67,88.11,,291401857725.0,290242654050.0,1453382700.0,772491225.0,5457009180.0,418633560.0,1390636380.0,739121790.0,5251248660.0,394000380.0,,523.865264,521.781315,,163331198340.0,76059261120.0,0.0,0.0,:IDLE: 196311437500,158057468280.0,80500296960.0,0.0,0.0,:IDLE: 207892298000,,:total: 190871612,172.555127,17.912065,12800.0,1.49
L1_64kB_L2_128kB_assoc_4_NN_256_relu_stats,,0.555253,555252636000.0,1000000000000.0,,555252636.0,5.447248,0.183579,101932684.0,5.447248,0.0,43973736.0,9140521.0,0.183579,0.0,,:total: 1499825,:total: 155588,10102219250.0,7410000000.0,37889719250.0,6816.61,5000.0,25566.61,,1101176.0,134219.0,74.3,86.29,,290179023270.0,289215029895.0,1459751580.0,775857390.0,5365024560.0,418262940.0,1411620840.0,750275295.0,5216455440.0,393697620.0,,522.607196,520.871061,,159045969120.0,79283564640.0,0.0,0.0,:IDLE: 204650245750,154504043820.0,83108343840.0,0.0,0.0,:IDLE: 214629438250,,:total: 190807616,170.81954,17.928905,12800.0,1.47
L1_16kB_L2_32kB_assoc_4_NN_128_tanh_activation_stats,,0.282299,282298868000.0,1000000000000.0,,282298868.0,5.480525,0.182464,51509456.0,5.480525,0.0,22151140.0,4656687.0,0.182464,0.0,,:total: 757596,:total: 78982,5069928500.0,3764480000.0,19186728500.0,6733.9,5000.0,25483.9,,631986.0,69602.0,83.94,88.21,,146172472860.0,146321999640.0,462150780.0,245635170.0,2655380280.0,201309300.0,467591460.0,248526960.0,2720297160.0,210590460.0,,517.793337,518.323012,,75498677970.0,44824931520.0,0.0,0.0,:IDLE: 115868115500,75922987680.0,44467618080.0,0.0,0.0,:IDLE: 114945833000,,:total: 189660668,170.689115,17.889239,12800.0,1.47
L1_64kB_L2_128kB_assoc_8_NN_64_sigmoid_stats,,0.145251,145250838000.0,1000000000000.0,,145250838.0,5.522454,0.181079,26301867.0,5.522454,0.0,11240248.0,2412994.0,0.181079,0.0,,:total: 384394,:total: 40411,2869198000.0,1902970000.0,10005335500.0,7538.74,5000.0,26288.74,,333544.0,34870.0,87.64,86.44,,74986354155.0,74724305265.0,193372620.0,102764805.0,1352415960.0,103262040.0,181620180.0,96518235.0,1365025200.0,107312760.0,,516.254193,514.45008,,37953906570.0,23815137600.0,0.0,0.0,:IDLE: 61559587250,36302744250.0,25205590080.0,0.0,0.0,:IDLE: 65191398750,,:total: 187176338,167.696217,17.774493,12800.0,1.45
L1_64kB_L2_128kB_assoc_2_NN_256_tanh_activation_stats,,0.555463,555462720000.0,1000000000000.0,,555462720.0,5.447731,0.183563,101962213.0,5.447731,0.0,43983246.0,9143558.0,0.183563,0.0,,:total: 1500232,:total: 155625,12361039500.0,7401520000.0,40116739500.0,8350.34,5000.0,27100.34,,1100116.0,134517.0,74.32,86.47,,290318453850.0,289320370740.0,1456902720.0,774346980.0,5359940880.0,418341240.0,1407915180.0,748305690.0,5209429680.0,393702840.0,,522.660556,520.863706,,159372311790.0,79089421920.0,0.0,0.0,:IDLE: 204143017750,154635582150.0,83078246880.0,0.0,0.0,:IDLE: 214552601750,,:total: 190786608,170.559522,17.923968,12800.0,1.47
L1_64kB_L2_128kB_assoc_4_NN_256_sigmoid_stats,,0.564491,564490884000.0,1000000000000.0,,564490884.0,5.531698,0.180776,102046581.0,5.531698,0.0,44007419.0,9145009.0,0.180776,0.0,,:total: 1500450,:total: 155596,12696700750.0,7412120000.0,40492150750.0,8564.82,5000.0,27314.82,,1102140.0,134094.0,74.35,86.22,,294719119485.0,293748648510.0,1460651220.0,776354535.0,5368601700.0,418179420.0,1407608160.0,748146300.0,5215905660.0,393671520.0,,522.097217,520.37802,,160680859650.0,81454302240.0,0.0,0.0,:IDLE: 210274221500,156171426630.0,85251719520.0,0.0,0.0,:IDLE: 220185557750,,:total: 187756697,168.072043,17.633107,12800.0,1.45
L1_32kB_L2_64kB_assoc_8_NN_128_relu_stats,,0.280191,280190859000.0,1000000000000.0,,280190859.0,5.441273,0.183781,51493623.0,5.441273,0.0,22145982.0,4655186.0,0.183781,0.0,,:total: 756540,:total: 78869,4394868250.0,3741445000.0,18425287000.0,5873.22,5000.0,24623.22,,629706.0,69177.0,84.15,87.74,,145357872240.0,145328685510.0,464464140.0,246857160.0,2653202580.0,201591180.0,451262280.0,239844000.0,2689580880.0,209990160.0,,518.781636,518.677469,,76510761420.0,43163175360.0,0.0,0.0,:IDLE: 111526742250,76170351150.0,43449836640.0,0.0,0.0,:IDLE: 112283815750,,:total: 190820558,170.920979,18.009895,12800.0,1.48
L1_64kB_L2_128kB_assoc_4_NN_128_sigmoid_stats,,0.274445,274444886000.0,1000000000000.0,,274444886.0,5.323774,0.187837,51550818.0,5.323774,0.0,22163025.0,4657370.0,0.187837,0.0,,:total: 756648,:total: 78833,5010238500.0,3741840000.0,19042138500.0,6694.89,5000.0,25444.89,,626648.0,67744.0,83.74,86.02,,142054244250.0,142001029845.0,478458540.0,254295360.0,2648383080.0,201429360.0,469233660.0,249396015.0,2694964440.0,209666520.0,,517.605725,517.411827,,72330628230.0,44476833600.0,0.0,0.0,:IDLE: 114955984000,71735873130.0,44977680000.0,0.0,0.0,:IDLE: 116272953500,,:total: 194832503,174.517925,18.365276,12800.0,1.51
L1_32kB_L2_64kB_assoc_2_NN_128_tanh_activation_stats,,0.282155,282154598000.0,1000000000000.0,,282154598.0,5.477724,0.182558,51509456.0,5.477724,0.0,22151140.0,4656687.0,0.182558,0.0,,:total: 757017,:total: 78906,5077333000.0,3743170000.0,19114220500.0,6782.13,5000.0,25532.13,,628762.0,68662.0,83.99,87.09,,146264307030.0,146518134270.0,461986560.0,245536500.0,2626784580.0,201084840.0,466591860.0,247988070.0,2718462180.0,210475620.0,,518.383567,519.283171,,76689313350.0,43766891520.0,0.0,0.0,:IDLE: 113096314000,77612092620.0,42989814240.0,0.0,0.0,:IDLE: 111076901500,,:total: 189609074,169.809659,17.883643,12800.0,1.47
L1_32kB_L2_64kB_assoc_8_NN_64_sigmoid_stats,,0.14529,145289592000.0,1000000000000.0,,145289592.0,5.523927,0.181031,26301867.0,5.523927,0.0,11240248.0,2412994.0,0.181031,0.0,,:total: 384910,:total: 40473,2845385750.0,1908250000.0,10001323250.0,7455.48,5000.0,26205.48,,335940.0,35402.0,88.02,87.61,,75222130140.0,74984620845.0,187096560.0,99429000.0,1353608340.0,103329900.0,175008540.0,93004065.0,1371372660.0,107594640.0,,517.73929,516.104559,,39386335380.0,22623763200.0,0.0,0.0,:IDLE: 58454417750,37859841180.0,23909232000.0,0.0,0.0,:IDLE: 61811422750,,:total: 187381020,168.116654,17.799265,12800.0,1.45
L1_16kB_L2_32kB_assoc_4_NN_64_relu_stats,,0.142479,142478530000.0,1000000000000.0,,142478530.0,5.422921,0.184402,26273393.0,5.422921,0.0,11231585.0,2411975.0,0.184402,0.0,,:total: 385362,:total: 40525,2238994750.0,1912525000.0,9410963500.0,5853.5,5000.0,24603.5,,336595.0,35645.0,88.0,88.03,,73748361615.0,73433759955.0,189859740.0,100897665.0,1360969680.0,103460400.0,172552380.0,91698585.0,1370116020.0,107913060.0,,517.610349,515.402285,,38219993970.0,22526497440.0,0.0,0.0,:IDLE: 58214326000,36309263910.0,24135533280.0,0.0,0.0,:IDLE: 62415670500,,:total: 191304388,171.817606,18.18907,12800.0,1.48
L1_32kB_L2_64kB_assoc_4_NN_256_sigmoid_stats,,0.564189,564189287000.0,1000000000000.0,,564189287.0,5.528743,0.180873,102046581.0,5.528743,0.0,44007419.0,9145009.0,0.180873,0.0,,:total: 1500910,:total: 155656,12177065500.0,7444520000.0,40094015500.0,8178.54,5000.0,26928.54,,1112804.0,136791.0,74.74,87.92,,295710452400.0,294788465400.0,1439002740.0,764844300.0,5390778540.0,418278600.0,1380483300.0,733725300.0,5239996020.0,393833340.0,,524.133406,522.499225,,167913526380.0,75247822080.0,0.0,0.0,:IDLE: 194130597500,163751761440.0,78752466240.0,0.0,0.0,:IDLE: 203275017250,,:total: 187916053,168.896961,17.648205,12800.0,1.46
L1_16kB_L2_32kB_assoc_2_NN_64_tanh_activation_stats,,0.143424,143424146000.0,1000000000000.0,,143424146.0,5.457122,0.183247,26282011.0,5.457122,0.0,11234507.0,2412695.0,0.183247,0.0,,:total: 385691,:total: 40563,2368721750.0,1911055000.0,9535178000.0,6197.42,5000.0,24947.42,,336402.0,35517.0,88.01,87.71,,74218988145.0,73931126415.0,189795480.0,100867305.0,1360305660.0,103481280.0,172816560.0,91850385.0,1368680880.0,107897400.0,,517.479031,515.471965,,38430650580.0,22712219040.0,0.0,0.0,:IDLE: 58695851250,36691154790.0,24177057600.0,0.0,0.0,:IDLE: 62518459250,,:total: 190206857,170.553597,18.069593,12800.0,1.47
L1_64kB_L2_128kB_assoc_8_NN_256_relu_stats,,0.555263,555263382000.0,1000000000000.0,,555263382.0,5.447354,0.183575,101932684.0,5.447354,0.0,43973736.0,9140521.0,0.183575,0.0,,:total: 1499766,:total: 155590,10088698250.0,7414925000.0,37894667000.0,6802.97,5000.0,25552.97,,1102700.0,134764.0,74.36,86.63,,290158699545.0,289196326200.0,1456838460.0,774328005.0,5372621520.0,418268160.0,1406865600.0,747751620.0,5215891380.0,393744600.0,,522.56048,520.827297,,158863320600.0,79441500480.0,0.0,0.0,:IDLE: 205066393500,154401041400.0,83199209280.0,0.0,0.0,:IDLE: 214873600000,,:total: 190797354,170.929766,17.929711,12800.0,1.48
L1_32kB_L2_64kB_assoc_4_NN_128_sigmoid_stats,,0.274263,274262714000.0,1000000000000.0,,274262714.0,5.32024,0.187961,51550818.0,5.32024,0.0,22163025.0,4657370.0,0.187961,0.0,,:total: 757143,:total: 78873,4797555500.0,3741770000.0,18829193000.0,6410.81,5000.0,25160.81,,629914.0,68906.0,84.17,87.45,,142384084230.0,142359185460.0,463307460.0,246234780.0,2650075260.0,201497220.0,452968740.0,240739620.0,2693172300.0,209817900.0,,519.152174,519.06139,,75091940790.0,42081564000.0,0.0,0.0,:IDLE: 108726573750,74708884260.0,42404137920.0,0.0,0.0,:IDLE: 109577292000,,:total: 195086759,174.630577,18.387275,12800.0,1.51
L1_16kB_L2_32kB_assoc_2_NN_64_relu_stats,,0.142507,142506600000.0,1000000000000.0,,142506600.0,5.423989,0.184366,26273393.0,5.423989,0.0,11231585.0,2411975.0,0.184366,0.0,,:total: 385518,:total: 40526,2242789500.0,1910145000.0,9405833250.0,5870.73,5000.0,24620.73,,336235.0,35445.0,88.01,87.54,,73754185545.0,73447153695.0,190131060.0,101049465.0,1360655520.0,103476060.0,172845120.0,91857975.0,1367031540.0,107871300.0,,517.549261,515.394752,,38172252480.0,22577479680.0,0.0,0.0,:IDLE: 58347669500,36327189840.0,24131216640.0,0.0,0.0,:IDLE: 62405143750,,:total: 191337215,171.56999,18.183242,12800.0,1.48
L1_16kB_L2_32kB_assoc_8_NN_64_relu_stats,,0.142462,142462327000.0,1000000000000.0,,142462327.0,5.422304,0.184423,26273393.0,5.422304,0.0,11231585.0,2411975.0,0.184423,0.0,,:total: 385363,:total: 40526,2236825750.0,1910755000.0,9402157000.0,5853.25,5000.0,24603.25,,336351.0,35653.0,88.02,88.06,,73754054535.0,73409640645.0,190173900.0,101064645.0,1360969680.0,103465620.0,171367140.0,91068615.0,1367588460.0,107886960.0,,517.70918,515.291602,,38300158770.0,22452768480.0,0.0,0.0,:IDLE: 58023459000,36231367710.0,24194908320.0,0.0,0.0,:IDLE: 62570898250,,:total: 191327045,171.678117,18.189342,12800.0,1.48
L1_16kB_L2_32kB_assoc_4_NN_256_sigmoid_stats,,0.564813,564812999000.0,1000000000000.0,,564812999.0,5.534855,0.180673,102046581.0,5.534855,0.0,44007419.0,9145009.0,0.180673,0.0,,:total: 1501774,:total: 155714,12125064250.0,7500945000.0,40253608000.0,8082.36,5000.0,26832.36,,1121477.0,137509.0,74.76,88.35,,295567582020.0,294503781840.0,1449869820.0,770620290.0,5462971080.0,418487400.0,1383610620.0,735387510.0,5248378380.0,393969060.0,,523.301664,521.418208,,164616446310.0,78263816160.0,0.0,0.0,:IDLE: 202023405750,160036197630.0,82120867680.0,0.0,0.0,:IDLE: 212086675000,,:total: 187813015,169.989175,17.636195,12800.0,1.47
L1_32kB_L2_64kB_assoc_4_NN_128_tanh_activation_stats,,0.282115,282115363000.0,1000000000000.0,,282115363.0,5.476963,0.182583,51509456.0,5.476963,0.0,22151140.0,4656687.0,0.182583,0.0,,:total: 756868,:total: 78905,5056848000.0,3743075000.0,19093379250.0,6754.94,5000.0,25504.94,,629156.0,68842.0,84.04,87.32,,146306332860.0,146435429595.0,463036140.0,246098160.0,2640650460.0,201079620.0,461251140.0,245153205.0,2704460640.0,210439080.0,,518.604628,519.062231,,76972371360.0,43513460640.0,0.0,0.0,:IDLE: 112435557750,77343866010.0,43200623040.0,0.0,0.0,:IDLE: 111627714000,,:total: 189601415,169.828965,17.884315,12800.0,1.47
L1_32kB_L2_64kB_assoc_4_NN_128_relu_stats,,0.280209,280208810000.0,1000000000000.0,,280208810.0,5.441622,0.183769,51493623.0,5.441622,0.0,22145982.0,4655186.0,0.183769,0.0,,:total: 756593,:total: 78868,4401168000.0,3742790000.0,18436630500.0,5879.53,5000.0,24629.53,,629710.0,68936.0,84.12,87.45,,145386925095.0,145371739320.0,464856840.0,247058295.0,2649968160.0,201585960.0,454382460.0,241506210.0,2694735960.0,209922300.0,,518.852084,518.79789,,76660079760.0,43044326400.0,0.0,0.0,:IDLE: 111218580250,76329077910.0,43323064800.0,0.0,0.0,:IDLE: 111954009500,,:total: 190820210,170.971469,18.005544,12800.0,1.48
L1_16kB_L2_32kB_assoc_4_NN_128_sigmoid_stats,,0.27453,274529844000.0,1000000000000.0,,274529844.0,5.325422,0.187779,51550818.0,5.325422,0.0,22163025.0,4657370.0,0.187779,0.0,,:total: 757894,:total: 78954,4855884500.0,3769325000.0,18990853250.0,6441.32,5000.0,25191.32,,633691.0,69569.0,84.06,88.2,,142335255405.0,142330499775.0,464535540.0,246898905.0,2660392560.0,201726900.0,459951660.0,244462515.0,2722203540.0,210000600.0,,518.469152,518.451829,,73918004700.0,43172719680.0,0.0,0.0,:IDLE: 111583465500,73488477780.0,43534426560.0,0.0,0.0,:IDLE: 112538869750,,:total: 195090891,175.74541,18.3878,12800.0,1.52
L1_16kB_L2_32kB_assoc_2_NN_128_tanh_activation_stats,,0.282468,282468477000.0,1000000000000.0,,282468477.0,5.483818,0.182355,51509456.0,5.483818,0.0,22151140.0,4656687.0,0.182355,0.0,,:total: 757804,:total: 78986,5109730000.0,3763295000.0,19222086250.0,6788.9,5000.0,25538.9,,631629.0,69340.0,83.92,87.87,,146241002100.0,146411910165.0,462479220.0,245794560.0,2653595280.0,201298860.0,470047620.0,249821055.0,2720389980.0,210642660.0,,517.725035,518.330087,,75446742420.0,44933796480.0,0.0,0.0,:IDLE: 116151726000,75973515330.0,44490198240.0,0.0,0.0,:IDLE: 115004921250,,:total: 189594820,170.532926,17.88031,12800.0,1.47
L1_64kB_L2_128kB_assoc_4_NN_256_tanh_activation_stats,,0.555467,555466904000.0,1000000000000.0,,555466904.0,5.447772,0.183561,101962213.0,5.447772,0.0,43983246.0,9143558.0,0.183561,0.0,,:total: 1500026,:total: 155623,12344575000.0,7410805000.0,40135093750.0,8328.77,5000.0,27078.77,,1102290.0,134527.0,74.37,86.48,,290287230660.0,289328802645.0,1452461640.0,772001670.0,5368544580.0,418309920.0,1410014340.0,749425215.0,5214084960.0,393728940.0,,522.600408,520.874962,,159149183010.0,79278926880.0,0.0,0.0,:IDLE: 204641737750,154624879830.0,83088866400.0,0.0,0.0,:IDLE: 214584288250,,:total: 190761205,170.772198,17.923718,12800.0,1.47
L1_16kB_L2_32kB_assoc_2_NN_128_sigmoid_stats,,0.274757,274757370000.0,1000000000000.0,,274757370.0,5.329835,0.187623,51550818.0,5.329835,0.0,22163025.0,4657370.0,0.187623,0.0,,:total: 758590,:total: 78959,4903861500.0,3768805000.0,19036880250.0,6505.86,5000.0,25255.86,,633145.0,69306.0,84.0,87.85,,142507661265.0,142454529150.0,466656120.0,248022225.0,2661620640.0,201758220.0,462964740.0,246067800.0,2720232900.0,210042360.0,,518.667293,518.473914,,74315157900.0,42925644480.0,0.0,0.0,:IDLE: 110938679250,73590734070.0,43535685600.0,0.0,0.0,:IDLE: 112541491750,,:total: 195092623,175.575651,18.375835,12800.0,1.52
L1_16kB_L2_32kB_assoc_8_NN_128_tanh_activation_stats,,0.282284,282283961000.0,1000000000000.0,,282283961.0,5.480236,0.182474,51509456.0,5.480236,0.0,22151140.0,4656687.0,0.182474,0.0,,:total: 757589,:total: 78982,5057936250.0,3764515000.0,19174867500.0,6717.91,5000.0,25467.91,,632512.0,69685.0,84.01,88.3,,146173139340.0,146301950670.0,462086520.0,245597220.0,2656001460.0,201335400.0,463443120.0,246318270.0,2719725960.0,210627000.0,,517.823042,518.27936,,75543487380.0,44781472800.0,0.0,0.0,:IDLE: 115754935250,75883698720.0,44494979040.0,0.0,0.0,:IDLE: 115016974250,,:total: 189669097,170.699716,17.892905,12800.0,1.47
L1_16kB_L2_32kB_assoc_2_NN_256_sigmoid_stats,,0.56525,565249564000.0,1000000000000.0,,565249564.0,5.539133,0.180534,102046581.0,5.539133,0.0,44007419.0,9145009.0,0.180534,0.0,,:total: 1503364,:total: 155720,12216300000.0,7502705000.0,40351443750.0,8141.26,5000.0,26891.26,,1121298.0,137163.0,74.73,88.12,,295857242160.0,294681225345.0,1454053860.0,772836570.0,5464434780.0,418487400.0,1385759760.0,736529805.0,5249427960.0,394021260.0,,523.409943,521.329416,,165121436670.0,78006202080.0,0.0,0.0,:IDLE: 201351109750,159852464400.0,82443231360.0,0.0,0.0,:IDLE: 212925792750,,:total: 187848665,169.897741,17.623706,12800.0,1.47
