Config,None::Sim Time,None::simSeconds,None::simTicks,None::simFreq,None::CPU Performance,None::system.cpu.numCycles,None::system.cpu.cpi,None::system.cpu.ipc,None::system.cpu.commitStats0.numInsts,None::system.cpu.commitStats0.cpi,None::system.cpu.commitStats0.numMemRefs,None::system.cpu.commitStats0.numLoadInsts,None::system.cpu.commitStats0.numStoreInsts,None::system.cpu.fetchStats0.fetchRate,None::system.cpu.executeStats0.instRate,None::Memory Access Timing,None::system.mem_ctrl.dram.numReads,None::system.mem_ctrl.dram.numWrites,None::system.mem_ctrl.dram.totQLat,None::system.mem_ctrl.dram.totBusLat,None::system.mem_ctrl.dram.totMemAccLat,None::system.mem_ctrl.dram.avgQLat,None::system.mem_ctrl.dram.avgBusLat,None::system.mem_ctrl.dram.avgMemAccLat,None::Row Buffer Hits,None::system.mem_ctrl.dram.readRowHits,None::system.mem_ctrl.dram.writeRowHits,None::system.mem_ctrl.dram.readRowHitRate,None::system.mem_ctrl.dram.writeRowHitRate,None::Total + Component Energy Usage,None::system.mem_ctrl.dram.rank0.totalEnergy,None::system.mem_ctrl.dram.rank1.totalEnergy,None::system.mem_ctrl.dram.rank0.actEnergy,None::system.mem_ctrl.dram.rank0.preEnergy,None::system.mem_ctrl.dram.rank0.readEnergy,None::system.mem_ctrl.dram.rank0.writeEnergy,None::system.mem_ctrl.dram.rank1.actEnergy,None::system.mem_ctrl.dram.rank1.preEnergy,None::system.mem_ctrl.dram.rank1.readEnergy,None::system.mem_ctrl.dram.rank1.writeEnergy,None::Power Metrics,None::system.mem_ctrl.dram.rank0.averagePower,None::system.mem_ctrl.dram.rank1.averagePower,None::Energy Breakdown,None::system.mem_ctrl.dram.rank0.actBackEnergy,None::system.mem_ctrl.dram.rank0.preBackEnergy,None::system.mem_ctrl.dram.rank0.actPowerDownEnergy,None::system.mem_ctrl.dram.rank0.prePowerDownEnergy,None::system.mem_ctrl.dram.rank0.pwrStateTime,None::system.mem_ctrl.dram.rank1.actBackEnergy,None::system.mem_ctrl.dram.rank1.preBackEnergy,None::system.mem_ctrl.dram.rank1.actPowerDownEnergy,None::system.mem_ctrl.dram.rank1.prePowerDownEnergy,None::system.mem_ctrl.dram.rank1.pwrStateTime,None::Bus/Memory Throughput,None::system.mem_ctrl.dram.bwTotal,None::system.mem_ctrl.dram.avgRdBW,None::system.mem_ctrl.dram.avgWrBW,None::system.mem_ctrl.dram.peakBW,None::system.mem_ctrl.dram.busUtil
L1_16kB_L2_32kB_assoc_8_NN_128_relu_stats,,0.280402,280401596000.0,1000000000000.0,,280401596.0,5.445365,0.183642,51493623.0,5.445365,0.0,22145982.0,4655186.0,0.183642,0.0,,:total: 757356,:total: 78947,4416421500.0,3765320000.0,18536371500.0,5864.6,5000.0,24614.6,,633088.0,69752.0,84.07,88.39,,145278478335.0,145264688565.0,465842160.0,247589595.0,2660499660.0,201857400.0,456210300.0,242473935.0,2716377300.0,210078900.0,,518.1086,518.059421,,75329052240.0,44239221600.0,0.0,0.0,:IDLE: 114345379500,74929156770.0,44575975680.0,0.0,0.0,:IDLE: 115234706000,,:total: 190881196,171.882388,18.01188,12800.0,1.48
L1_32kB_L2_64kB_assoc_2_NN_128_sigmoid_stats,,0.274378,274378450000.0,1000000000000.0,,274378450.0,5.322485,0.187882,51550818.0,5.322485,0.0,22163025.0,4657370.0,0.187882,0.0,,:total: 757729,:total: 78871,4833701000.0,3747345000.0,18886244750.0,6449.5,5000.0,25199.5,,629946.0,68749.0,84.05,87.25,,142493414745.0,142503230265.0,465777900.0,247551645.0,2645377140.0,201512880.0,459366180.0,244143735.0,2705831520.0,209812680.0,,519.331656,519.367429,,75450178380.0,41824332480.0,0.0,0.0,:IDLE: 108053912500,75139091190.0,42086300640.0,0.0,0.0,:IDLE: 108746112000,,:total: 195140690,174.816995,18.379986,12800.0,1.51
L1_16kB_L2_32kB_assoc_4_NN_64_tanh_activation_stats,,0.14339,143389924000.0,1000000000000.0,,143389924.0,5.45582,0.183291,26282011.0,5.45582,0.0,11234507.0,2412695.0,0.183291,0.0,,:total: 385556,:total: 40558,2362725500.0,1913190000.0,9537188000.0,6174.83,5000.0,24924.83,,336786.0,35585.0,88.02,87.89,,74214361440.0,73918411290.0,190730820.0,101356860.0,1361426640.0,103413420.0,171667020.0,91231800.0,1370608680.0,107939160.0,,517.570268,515.506315,,38488343700.0,22650494400.0,0.0,0.0,:IDLE: 58535030000,36712039590.0,24146329440.0,0.0,0.0,:IDLE: 62439443250,,:total: 190189765,170.784887,18.071674,12800.0,1.48
L1_32kB_L2_64kB_assoc_2_NN_256_sigmoid_stats,,0.564301,564301455000.0,1000000000000.0,,564301455.0,5.529842,0.180837,102046581.0,5.529842,0.0,44007419.0,9145009.0,0.180837,0.0,,:total: 1501290,:total: 155658,12215110500.0,7439270000.0,40112373000.0,8209.89,5000.0,26959.89,,1110849.0,136473.0,74.66,87.72,,295775295570.0,294838644285.0,1445478720.0,768290160.0,5380404120.0,418336020.0,1382768100.0,734951085.0,5242873440.0,393796800.0,,524.144131,522.484289,,167995520310.0,75221846880.0,0.0,0.0,:IDLE: 194062013750,163698152940.0,78840682560.0,0.0,0.0,:IDLE: 203503780750,,:total: 187922025,168.744304,17.64515,12800.0,1.46
L1_32kB_L2_64kB_assoc_2_NN_256_relu_stats,,0.555194,555193717000.0,1000000000000.0,,555193717.0,5.44667,0.183598,101932684.0,5.44667,0.0,43973736.0,9140521.0,0.183598,0.0,,:total: 1500831,:total: 155648,9748156000.0,7435945000.0,37632949750.0,6554.75,5000.0,25304.75,,1109974.0,136514.0,74.64,87.73,,291200069790.0,290254293000.0,1443351000.0,767159250.0,5374299420.0,418419540.0,1386302400.0,736822020.0,5244230040.0,393859440.0,,524.501739,522.798231,,165782362500.0,73588187520.0,0.0,0.0,:IDLE: 189838676500,161325206460.0,77341582080.0,0.0,0.0,:IDLE: 199624802750,,:total: 190950749,171.435831,17.93784,12800.0,1.48
L1_64kB_L2_128kB_assoc_8_NN_64_tanh_activation_stats,,0.143249,143249238000.0,1000000000000.0,,143249238.0,5.450467,0.183471,26282011.0,5.450467,0.0,11234507.0,2412695.0,0.183471,0.0,,:total: 384134,:total: 40436,2369412500.0,1903005000.0,9505681250.0,6225.45,5000.0,24975.45,,334291.0,34837.0,87.83,86.29,,73950655725.0,73726885200.0,192365880.0,102225915.0,1351901880.0,103288140.0,177821700.0,94503090.0,1365589260.0,107464140.0,,516.23769,514.675584,,37275682950.0,23617658880.0,0.0,0.0,:IDLE: 61051979000,35886359250.0,24787615680.0,0.0,0.0,:IDLE: 64105107500,,:total: 189686733,170.042538,18.038044,12800.0,1.47
L1_32kB_L2_64kB_assoc_4_NN_256_relu_stats,,0.555009,555009190000.0,1000000000000.0,,555009190.0,5.44486,0.183659,101932684.0,5.44486,0.0,43973736.0,9140521.0,0.183659,0.0,,:total: 1500283,:total: 155649,9662928250.0,7438235000.0,37556309500.0,6495.44,5000.0,25245.44,,1111868.0,136840.0,74.74,87.94,,291116964630.0,290131338825.0,1434761580.0,762590070.0,5381460840.0,418440420.0,1382339700.0,734715795.0,5240338740.0,393859440.0,,524.526386,522.750513,,165836075880.0,73472096640.0,0.0,0.0,:IDLE: 189537682250,161151774270.0,77416771680.0,0.0,0.0,:IDLE: 199824377500,,:total: 190951159,171.545642,17.944265,12800.0,1.48
L1_32kB_L2_64kB_assoc_8_NN_64_tanh_activation_stats,,0.143287,143286525000.0,1000000000000.0,,143286525.0,5.451886,0.183423,26282011.0,5.451886,0.0,11234507.0,2412695.0,0.183423,0.0,,:total: 384659,:total: 40482,2363264500.0,1904720000.0,9505964500.0,6203.71,5000.0,24953.71,,336009.0,35460.0,88.2,87.75,,74192182605.0,73946571120.0,186411120.0,99068475.0,1353829680.0,103366440.0,169774920.0,90229920.0,1366110480.0,107578980.0,,517.788973,516.074845,,38740214730.0,22398686880.0,0.0,0.0,:IDLE: 57876572000,37241557620.0,23660713920.0,0.0,0.0,:IDLE: 61169496750,,:total: 189892413,170.151492,18.049876,12800.0,1.47
L1_64kB_L2_128kB_assoc_8_NN_128_relu_stats,,0.280335,280335213000.0,1000000000000.0,,280335213.0,5.444076,0.183686,51493623.0,5.444076,0.0,22145982.0,4655186.0,0.183686,0.0,,:total: 756077,:total: 78829,4569328750.0,3741255000.0,18599035000.0,6106.68,5000.0,24856.68,,626444.0,68237.0,83.72,86.59,,144998707455.0,144942145110.0,478708440.0,254420595.0,2648675820.0,201544200.0,466427640.0,247896990.0,2693836320.0,209802240.0,,517.2333,517.031534,,73705765200.0,45580709280.0,0.0,0.0,:IDLE: 117819089250,73128314160.0,46066983840.0,0.0,0.0,:IDLE: 119098112250,,:total: 190607464,170.824291,17.990348,12800.0,1.48
L1_64kB_L2_128kB_assoc_8_NN_128_tanh_activation_stats,,0.282223,282222838000.0,1000000000000.0,,282222838.0,5.479049,0.182513,51509456.0,5.479049,0.0,22151140.0,4656687.0,0.182513,0.0,,:total: 756307,:total: 78861,5211762000.0,3741055000.0,19240718250.0,6965.63,5000.0,25715.63,,625981.0,67718.0,83.66,85.95,,145853612130.0,145994572695.0,475602540.0,252777360.0,2637416040.0,201006540.0,476145180.0,253069575.0,2704810500.0,210256380.0,,516.80301,517.302475,,73688321490.0,46320246720.0,0.0,0.0,:IDLE: 119741565250,74090370420.0,45981679200.0,0.0,0.0,:IDLE: 118869428750,,:total: 189392015,169.672675,17.866393,12800.0,1.47
L1_32kB_L2_64kB_assoc_4_NN_64_sigmoid_stats,,0.145301,145300979000.0,1000000000000.0,,145300979.0,5.52436,0.181016,26301867.0,5.52436,0.0,11240248.0,2412994.0,0.181016,0.0,,:total: 384987,:total: 40478,2859499750.0,1906990000.0,10010712250.0,7497.42,5000.0,26247.42,,335495.0,35224.0,87.96,87.19,,75252653445.0,74989420455.0,188517420.0,100191795.0,1355229120.0,103324680.0,176179500.0,93634035.0,1367952600.0,107558100.0,,517.908785,516.097145,,39520108110.0,22515485280.0,0.0,0.0,:IDLE: 58172235000,37865244780.0,23909054400.0,0.0,0.0,:IDLE: 61811721750,,:total: 187402454,167.992481,17.794347,12800.0,1.45
L1_64kB_L2_128kB_assoc_2_NN_64_sigmoid_stats,,0.145264,145263598000.0,1000000000000.0,,145263598.0,5.522939,0.181063,26301867.0,5.522939,0.0,11240248.0,2412994.0,0.181063,0.0,,:total: 384555,:total: 40410,2889897250.0,1899385000.0,10012591000.0,7607.46,5000.0,26357.46,,332539.0,34327.0,87.54,85.1,,75044500920.0,74776757625.0,197035440.0,104719230.0,1350552420.0,103199400.0,183869280.0,97717455.0,1361769360.0,107359740.0,,516.60913,514.765975,,38259974910.0,23562295680.0,0.0,0.0,:IDLE: 60897837750,36594608190.0,24964709760.0,0.0,0.0,:IDLE: 64559597750,,:total: 187230389,167.365591,17.77161,12800.0,1.45
L1_32kB_L2_64kB_assoc_8_NN_256_tanh_activation_stats,,0.555687,555687271000.0,1000000000000.0,,555687271.0,5.449933,0.183488,101962213.0,5.449933,0.0,43983246.0,9143558.0,0.183488,0.0,,:total: 1500436,:total: 155665,12364306500.0,7441130000.0,40268544000.0,8308.08,5000.0,27058.08,,1113155.0,136907.0,74.8,87.99,,291453583785.0,290494076190.0,1427664420.0,758814045.0,5385709140.0,418445640.0,1383796260.0,735486180.0,5240224500.0,393775920.0,,524.4921,522.765396,,166022161500.0,73575776160.0,0.0,0.0,:IDLE: 189811632500,161448499170.0,77427281280.0,0.0,0.0,:IDLE: 199858593250,,:total: 190737614,171.402998,17.920641,12800.0,1.48
L1_32kB_L2_64kB_assoc_2_NN_256_tanh_activation_stats,,0.555741,555740942000.0,1000000000000.0,,555740942.0,5.45046,0.183471,101962213.0,5.45046,0.0,43983246.0,9143558.0,0.183471,0.0,,:total: 1500858,:total: 155661,12357358500.0,7436955000.0,40245939750.0,8308.08,5000.0,27058.08,,1111498.0,136629.0,74.73,87.82,,291479792205.0,290540199195.0,1432805220.0,761546445.0,5378383500.0,418403880.0,1386430920.0,736886535.0,5241588240.0,393760260.0,,524.488606,522.797903,,166027167240.0,73592170560.0,0.0,0.0,:IDLE: 189850138500,161548741080.0,77363476800.0,0.0,0.0,:IDLE: 199687829750,,:total: 190767331,171.290284,17.917643,12800.0,1.48
L1_16kB_L2_32kB_assoc_8_NN_128_sigmoid_stats,,0.274533,274533334000.0,1000000000000.0,,274533334.0,5.325489,0.187776,51550818.0,5.325489,0.0,22163025.0,4657370.0,0.187776,0.0,,:total: 757890,:total: 78954,4858032000.0,3770035000.0,18995663250.0,6442.95,5000.0,25192.95,,634015.0,69571.0,84.09,88.2,,142342803480.0,142338224115.0,464871120.0,247069680.0,2660535360.0,201737340.0,458302320.0,243589665.0,2723074620.0,209990160.0,,518.490055,518.473375,,73953144060.0,43144468800.0,0.0,0.0,:IDLE: 111509475000,73539434070.0,43492856160.0,0.0,0.0,:IDLE: 112429767750,,:total: 195087479,175.776279,18.387567,12800.0,1.52
L1_64kB_L2_128kB_assoc_2_NN_128_tanh_activation_stats,,0.282216,282215949000.0,1000000000000.0,,282215949.0,5.478915,0.182518,51509456.0,5.478915,0.0,22151140.0,4656687.0,0.182518,0.0,,:total: 756458,:total: 78860,5227866500.0,3734475000.0,19232147750.0,6999.47,5000.0,25749.47,,623927.0,67503.0,83.54,85.67,,145831310640.0,146046643860.0,474817140.0,252359910.0,2606314200.0,200990880.0,483820680.0,257149200.0,2726516100.0,210334680.0,,516.736602,517.499611,,73772420430.0,46246781280.0,0.0,0.0,:IDLE: 119546169500,74228386800.0,45862809600.0,0.0,0.0,:IDLE: 118556065500,,:total: 189430655,169.378379,17.86955,12800.0,1.46
L1_16kB_L2_32kB_assoc_8_NN_256_sigmoid_stats,,0.564907,564906990000.0,1000000000000.0,,564906990.0,5.535776,0.180643,102046581.0,5.535776,0.0,44007419.0,9145009.0,0.180643,0.0,,:total: 1501672,:total: 155715,12129107000.0,7500630000.0,40256469500.0,8085.39,5000.0,26835.39,,1121455.0,137253.0,74.76,88.18,,295606761060.0,294502683075.0,1450398180.0,770893530.0,5462499840.0,418497840.0,1384617360.0,735922605.0,5248399800.0,393958620.0,,523.28395,521.329508,,164587125510.0,78324599520.0,0.0,0.0,:IDLE: 202183096250,159744107970.0,82402930080.0,0.0,0.0,:IDLE: 212822632250,,:total: 187770323,169.953755,17.63326,12800.0,1.47
L1_64kB_L2_128kB_assoc_8_NN_64_relu_stats,,0.142355,142354854000.0,1000000000000.0,,142354854.0,5.418214,0.184563,26273393.0,5.418214,0.0,11231585.0,2411975.0,0.184563,0.0,,:total: 383949,:total: 40405,2265411500.0,1901775000.0,9397067750.0,5956.05,5000.0,24706.05,,334047.0,34860.0,87.83,86.34,,73503335760.0,73253349780.0,191723280.0,101888160.0,1352066100.0,103282920.0,178278660.0,94738380.0,1363668600.0,107464140.0,,516.338809,514.582733,,37070662500.0,23446864320.0,0.0,0.0,:IDLE: 60609505250,35517885600.0,24754465920.0,0.0,0.0,:IDLE: 64024091250,,:total: 190781384,171.000281,18.150923,12800.0,1.48
L1_16kB_L2_32kB_assoc_4_NN_256_tanh_activation_stats,,0.556436,556436108000.0,1000000000000.0,,556436108.0,5.457278,0.183242,101962213.0,5.457278,0.0,43983246.0,9143558.0,0.183242,0.0,,:total: 1501355,:total: 155743,12431583500.0,7497870000.0,40548596000.0,8290.08,5000.0,27040.08,,1120798.0,137243.0,74.74,88.16,,291441938730.0,290347508190.0,1445450160.0,768259800.0,5457880260.0,418670100.0,1390657800.0,739129380.0,5249078100.0,393984720.0,,523.765325,521.798467,,163122564090.0,76305096000.0,0.0,0.0,:IDLE: 196956359500,158201436030.0,80449203840.0,0.0,0.0,:IDLE: 207766475000,,:total: 190595597,172.477549,17.90607,12800.0,1.49
L1_32kB_L2_64kB_assoc_2_NN_128_relu_stats,,0.280239,280238890000.0,1000000000000.0,,280238890.0,5.442206,0.183749,51493623.0,5.442206,0.0,22145982.0,4655186.0,0.183749,0.0,,:total: 756862,:total: 78864,4409819000.0,3741775000.0,18441475250.0,5892.68,5000.0,24642.68,,629120.0,68754.0,84.07,87.22,,145393929585.0,145389716760.0,466384800.0,247878015.0,2647304940.0,201570300.0,456881460.0,242834460.0,2695949760.0,209911860.0,,518.821387,518.806354,,76617813690.0,43091469600.0,0.0,0.0,:IDLE: 111340209250,76322349060.0,43340281920.0,0.0,0.0,:IDLE: 111997139500,,:total: 190860248,170.906757,18.002469,12800.0,1.48
L1_32kB_L2_64kB_assoc_8_NN_64_relu_stats,,0.142383,142383320000.0,1000000000000.0,,142383320.0,5.419297,0.184526,26273393.0,5.419297,0.0,11231585.0,2411975.0,0.184526,0.0,,:total: 384509,:total: 40468,2235853250.0,1905840000.0,9382753250.0,5865.79,5000.0,24615.79,,336226.0,35456.0,88.21,87.68,,73726161435.0,73498759290.0,185033100.0,98339835.0,1353179940.0,103429080.0,171438540.0,91110360.0,1368359580.0,107667720.0,,517.80055,516.203438,,38453957880.0,22292914560.0,0.0,0.0,:IDLE: 57601326250,37022647410.0,23498228640.0,0.0,0.0,:IDLE: 60748444500,,:total: 191023274,171.33153,18.17741,12800.0,1.48
L1_32kB_L2_64kB_assoc_8_NN_128_sigmoid_stats,,0.274288,274288470000.0,1000000000000.0,,274288470.0,5.320739,0.187944,51550818.0,5.320739,0.0,22163025.0,4657370.0,0.187944,0.0,,:total: 757074,:total: 78874,4788347000.0,3748665000.0,18845840750.0,6386.74,5000.0,25136.74,,631385.0,69099.0,84.21,87.69,,142402127235.0,142399054425.0,462236460.0,245676915.0,2652902700.0,201512880.0,452026260.0,240250065.0,2700190920.0,209817900.0,,519.169206,519.158003,,75120315960.0,42067559040.0,0.0,0.0,:IDLE: 108689538000,74847798960.0,42297047040.0,0.0,0.0,:IDLE: 109297270500,,:total: 195052574,174.935942,18.386249,12800.0,1.51
L1_16kB_L2_32kB_assoc_2_NN_64_sigmoid_stats,,0.145458,145457708000.0,1000000000000.0,,145457708.0,5.530319,0.180821,26301867.0,5.530319,0.0,11240248.0,2412994.0,0.180821,0.0,,:total: 385943,:total: 40534,2892801750.0,1912570000.0,10064939250.0,7562.6,5000.0,26312.6,,336003.0,35448.0,87.84,87.62,,75256019445.0,74971585275.0,191073540.0,101550405.0,1360327080.0,103455180.0,176772120.0,93945225.0,1370822880.0,107725140.0,,517.373885,515.418442,,39024500520.0,22993022880.0,0.0,0.0,:IDLE: 59421689000,37268309430.0,24471920640.0,0.0,0.0,:IDLE: 63284125500,,:total: 187645800,168.302501,17.800253,12800.0,1.45
L1_32kB_L2_64kB_assoc_2_NN_64_relu_stats,,0.142403,142402515000.0,1000000000000.0,,142402515.0,5.420028,0.184501,26273393.0,5.420028,0.0,11231585.0,2411975.0,0.184501,0.0,,:total: 384683,:total: 40451,2250765250.0,1903925000.0,9390484000.0,5910.86,5000.0,24660.86,,335530.0,34953.0,88.12,86.46,,73761306975.0,73507505340.0,187632060.0,99706035.0,1354600800.0,103376880.0,174558720.0,92757390.0,1364204100.0,107641620.0,,517.977558,516.195275,,38588297760.0,22187157120.0,0.0,0.0,:IDLE: 57325922750,37019862390.0,23507944800.0,0.0,0.0,:IDLE: 60773857750,,:total: 191068086,171.136303,18.168218,12800.0,1.48
L1_64kB_L2_128kB_assoc_2_NN_64_relu_stats,,0.142327,142326631000.0,1000000000000.0,,142326631.0,5.417139,0.184599,26273393.0,5.417139,0.0,11231585.0,2411975.0,0.184599,0.0,,:total: 384153,:total: 40405,2254006250.0,1896335000.0,9365262500.0,5943.06,5000.0,24693.06,,332655.0,34411.0,87.71,85.22,,73518585780.0,73262919690.0,195264720.0,103778070.0,1352058960.0,103262040.0,180142200.0,95740260.0,1355907420.0,107505900.0,,516.548346,514.752012,,37213343190.0,23315874240.0,0.0,0.0,:IDLE: 60265007000,35689555350.0,24599064000.0,0.0,0.0,:IDLE: 63616054500,,:total: 190910948,170.544949,18.156321,12800.0,1.47
L1_16kB_L2_32kB_assoc_8_NN_256_relu_stats,,0.555862,555861798000.0,1000000000000.0,,555861798.0,5.453224,0.183378,101932684.0,5.453224,0.0,43973736.0,9140521.0,0.183378,0.0,,:total: 1501054,:total: 155707,9739934000.0,7496110000.0,37850346500.0,6496.66,5000.0,25246.66,,1119687.0,137126.0,74.68,88.09,,291126103110.0,290036993175.0,1452747240.0,772153470.0,5455766820.0,418612680.0,1389529680.0,738541155.0,5248678260.0,393979500.0,,523.738282,521.778964,,162746036340.0,76401636960.0,0.0,0.0,:IDLE: 197206955000,157929166980.0,80457948000.0,0.0,0.0,:IDLE: 207785502500,,:total: 190753717,172.615223,17.923189,12800.0,1.49
L1_64kB_L2_128kB_assoc_4_NN_64_relu_stats,,0.142339,142339181000.0,1000000000000.0,,142339181.0,5.417617,0.184583,26273393.0,5.417617,0.0,11231585.0,2411975.0,0.184583,0.0,,:total: 384014,:total: 40403,2261160750.0,1899090000.0,9382748250.0,5953.27,5000.0,24703.27,,333540.0,34418.0,87.82,85.25,,73510150485.0,73246546155.0,194329380.0,103273335.0,1351530600.0,103324680.0,178599960.0,94909155.0,1360369920.0,107411940.0,,516.44354,514.591595,,37137575370.0,23384497920.0,0.0,0.0,:IDLE: 60445271000,35538805740.0,24730830240.0,0.0,0.0,:IDLE: 63960286750,,:total: 190830717,170.777658,18.152022,12800.0,1.48
L1_32kB_L2_64kB_assoc_4_NN_64_relu_stats,,0.142394,142394474000.0,1000000000000.0,,142394474.0,5.419722,0.184511,26273393.0,5.419722,0.0,11231585.0,2411975.0,0.184511,0.0,,:total: 384573,:total: 40473,2242162000.0,1905975000.0,9389568250.0,5881.93,5000.0,24631.93,,336063.0,35277.0,88.16,87.22,,73732875420.0,73506467850.0,186482520.0,99095040.0,1354315200.0,103423860.0,172680900.0,91763100.0,1367417100.0,107714700.0,,517.807141,516.217138,,38444338560.0,22305298560.0,0.0,0.0,:IDLE: 57634026750,37034115810.0,23492854560.0,0.0,0.0,:IDLE: 60735442250,,:total: 191039324,171.330244,18.179582,12800.0,1.48
L1_32kB_L2_64kB_assoc_8_NN_256_sigmoid_stats,,0.564197,564196707000.0,1000000000000.0,,564196707.0,5.528815,0.180871,102046581.0,5.528815,0.0,44007419.0,9145009.0,0.180871,0.0,,:total: 1500849,:total: 155653,12171686500.0,7447730000.0,40100674000.0,8171.41,5000.0,26921.41,,1113935.0,137235.0,74.78,88.21,,295794907395.0,294624670545.0,1437510480.0,764051145.0,5395433820.0,418309920.0,1375335360.0,730989105.0,5239924620.0,393817680.0,,524.276203,522.202039,,168411262350.0,74831525280.0,0.0,0.0,:IDLE: 193046925000,162742940100.0,79604849280.0,0.0,0.0,:IDLE: 205497417250,,:total: 187906322,168.967565,17.648313,12800.0,1.46
